# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00011596	0	25	chr1	164837873	164837898	24	0.04	t19	Y	-	P	0.72
TCONS_00011596	0	25	chr1	165317765	165317790	22	0.12	t2t16t18	Y	+	P	0.6
TCONS_00011596	0	25	chr1	165317775	165317800	22	0.12	t5t8t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	165317790	165317815	23	0.08	t5t17	Y	+	P	0.68
TCONS_00011596	0	25	chr1	16544574	16544599	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	16544579	16544604	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	166117148	166117173	23	0.08	t14t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	166702496	166702521	22	0.12	t5d7t10	Y	+	P	0.64
TCONS_00011596	0	25	chr1	166702521	166702546	22	0.12	t5d7t10	Y	+	P	0.64
TCONS_00011596	0	25	chr1	167138452	167138477	22	0.12	t19t21t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	167623413	167623438	23	0.08	t2d6	Y	-	P	0.64
TCONS_00011596	0	25	chr1	167948019	167948044	22	0.12	t2t6t23	Y	+	P	0.64
TCONS_00011596	0	25	chr1	168835911	168835936	22	0.12	t12d18t21	Y	+	P	0.6
TCONS_00011596	0	25	chr1	169739070	169739095	22	0.12	t3t13t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	169739080	169739105	22	0.12	t3t8t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	169739090	169739115	22	0.12	t8t17t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	170292091	170292116	23	0.08	t6t13	Y	+	P	0.68
TCONS_00011596	0	25	chr1	172409331	172409356	23	0.08	t5t7	Y	+	P	0.68
TCONS_00011596	0	25	chr1	173396798	173396823	22	0.12	d1t4t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	173510102	173510127	23	0.08	t3t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	173510127	173510152	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	173907940	173907965	22	0.12	t1t5t12	Y	+	P	0.64
TCONS_00011596	0	25	chr1	174169432	174169457	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	174169437	174169462	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	174926977	174927002	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	174926982	174927007	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	176133693	176133718	22	0.12	t3t14t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	176133708	176133733	22	0.12	t3t14t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	176133723	176133748	22	0.12	t3t12t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	176133793	176133818	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	176133798	176133823	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	178367790	178367815	22	0.12	t7t12t15	Y	-	P	0.64
TCONS_00011596	0	25	chr1	179510935	179510960	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	179510940	179510965	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	180377792	180377817	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	181070354	181070379	22	0.12	t5t8t22	Y	+	P	0.64
TCONS_00011596	0	25	chr1	182215971	182215996	22	0.12	t5t11t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	182373334	182373359	23	0.08	t19t21	Y	-	P	0.68
TCONS_00011596	0	25	chr1	182815724	182815749	23	0.08	t5t13	Y	+	P	0.68
TCONS_00011596	0	25	chr1	183285162	183285187	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	183285167	183285192	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	183767793	183767818	22	0.12	t5t11t23	Y	+	P	0.64
TCONS_00011596	0	25	chr1	183767813	183767838	23	0.08	t3t6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	184081314	184081339	23	0.08	t14t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	184835747	184835772	23	0.08	t7t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	184835777	184835802	23	0.08	t14t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	184835792	184835817	24	0.04	t4	Y	-	P	0.68
TCONS_00011596	0	25	chr1	18695100	18695125	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	18695105	18695130	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	18695140	18695165	23	0.08	t6t11	Y	+	P	0.68
TCONS_00011596	0	25	chr1	187364400	187364425	22	0.12	t11t16t23	Y	-	P	0.6
TCONS_00011596	0	25	chr1	188115696	188115721	22	0.12	t2t7t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	188115706	188115731	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	188249994	188250019	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	188250009	188250034	22	0.12	t4t14t18	Y	-	P	0.64
TCONS_00011596	0	25	chr1	188250036	188250061	22	0.12	t4t9t18	Y	-	P	0.64
TCONS_00011596	0	25	chr1	188272253	188272278	23	0.08	t5t21	Y	+	P	0.68
TCONS_00011596	0	25	chr1	188272268	188272293	23	0.08	t5t11	Y	+	P	0.68
TCONS_00011596	0	25	chr1	188272273	188272298	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	188272348	188272373	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	188272353	188272378	22	0.12	t1t5t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	188272505	188272530	24	0.04	d5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	188947441	188947466	23	0.08	t5d17	Y	+	P	0.68
TCONS_00011596	0	25	chr1	190173840	190173865	22	0.12	d9t16t18	Y	-	P	0.64
TCONS_00011596	0	25	chr1	190477587	190477612	22	0.12	t6d12t18	Y	+	P	0.64
TCONS_00011596	0	25	chr1	190477623	190477648	22	0.12	t2t5t7	Y	+	P	0.64
TCONS_00011596	0	25	chr1	192008079	192008104	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	192628826	192628851	23	0.08	t6t18	Y	+	P	0.68
TCONS_00011596	0	25	chr1	192628920	192628945	22	0.12	t6t18t22	Y	+	P	0.64
TCONS_00011596	0	25	chr1	19309713	19309738	23	0.08	t16t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	193743119	193743144	23	0.08	t3d23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	194124965	194124990	23	0.08	t18t22	Y	-	P	0.68
TCONS_00011596	0	25	chr1	195350167	195350192	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	195350172	195350197	22	0.12	t1t5t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	195350187	195350212	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	21336118	21336143	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	21336123	21336148	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	21462540	21462565	24	0.04	t19	Y	-	P	0.72
TCONS_00011596	0	25	chr1	21462560	21462585	23	0.08	t13t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	23434185	23434210	24	0.04	t4	Y	-	P	0.68
TCONS_00011596	0	25	chr1	24998573	24998598	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	24998583	24998608	22	0.12	t8t13t23	Y	-	P	0.6
TCONS_00011596	0	25	chr1	26687264	26687289	22	0.12	t19t21t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	27117921	27117946	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	27117941	27117966	24	0.04	t6	Y	+	P	0.72
TCONS_00011596	0	25	chr1	27117961	27117986	24	0.04	t6	Y	+	P	0.72
TCONS_00011596	0	25	chr1	3277554	3277579	22	0.12	d3t16t23	Y	-	P	0.6
TCONS_00011596	0	25	chr1	33130885	33130910	24	0.04	t1	Y	+	P	0.68
TCONS_00011596	0	25	chr1	33550204	33550229	23	0.08	t3t6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	34617485	34617510	22	0.12	t13t17t20	Y	+	P	0.6
TCONS_00011596	0	25	chr1	35622889	35622914	23	0.08	t6t18	Y	+	P	0.68
TCONS_00011596	0	25	chr1	35865521	35865546	22	0.12	t5t7t22	Y	+	P	0.64
TCONS_00011596	0	25	chr1	37168965	37168990	23	0.08	t3t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	37923819	37923844	24	0.04	t6	Y	+	P	0.72
TCONS_00011596	0	25	chr1	38017900	38017925	23	0.08	t5t22	Y	+	P	0.68
TCONS_00011596	0	25	chr1	39330992	39331017	23	0.08	t6d8	Y	+	P	0.68
TCONS_00011596	0	25	chr1	39590219	39590244	22	0.12	t3t8t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	39590229	39590254	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	39590239	39590264	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	39590249	39590274	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	39590259	39590284	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	40279232	40279257	22	0.12	t4t13t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	40481498	40481523	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	40481503	40481528	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	41895517	41895542	22	0.12	t12t19t22	Y	-	P	0.64
TCONS_00011596	0	25	chr1	4319877	4319902	22	0.12	t1t5t16	Y	+	P	0.64
TCONS_00011596	0	25	chr1	4319887	4319912	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	44190261	44190286	23	0.08	t12t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	45594405	45594430	22	0.12	t1t4t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	4561996	4562021	22	0.12	d9t13d19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	46145666	46145691	22	0.12	t5t8d16	Y	+	P	0.64
TCONS_00011596	0	25	chr1	46739805	46739830	22	0.12	t2t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	46739810	46739835	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	46753054	46753079	23	0.08	t5t16	Y	+	P	0.68
TCONS_00011596	0	25	chr1	46753064	46753089	23	0.08	t5t16	Y	+	P	0.68
TCONS_00011596	0	25	chr1	46753127	46753152	22	0.12	t2t5t16	Y	+	P	0.64
TCONS_00011596	0	25	chr1	46753252	46753277	22	0.12	t5t16t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	46940010	46940035	22	0.12	t1t11t18	Y	-	P	0.64
TCONS_00011596	0	25	chr1	47044337	47044362	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	47044342	47044367	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	4745899	4745924	22	0.12	t5t9t11	Y	+	P	0.68
TCONS_00011596	0	25	chr1	50135561	50135586	22	0.12	t5t16t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	50985559	50985584	22	0.12	d11t18t22	Y	-	P	0.64
TCONS_00011596	0	25	chr1	52894556	52894581	23	0.08	t5t22	Y	+	P	0.68
TCONS_00011596	0	25	chr1	53415610	53415635	23	0.08	t2t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	55152091	55152116	22	0.12	t3t16t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	57134058	57134083	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	5763361	5763386	24	0.04	t19	Y	-	P	0.72
TCONS_00011596	0	25	chr1	5763376	5763401	24	0.04	t3	Y	-	P	0.68
TCONS_00011596	0	25	chr1	58687855	58687880	25	0		Y	+	P	0.72
TCONS_00011596	0	25	chr1	60764988	60765013	23	0.08	t13t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	60765003	60765028	23	0.08	t4t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	60765013	60765038	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	60765056	60765081	22	0.12	t6t8t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	61066625	61066650	22	0.12	t3t6t15	Y	+	P	0.64
TCONS_00011596	0	25	chr1	63542385	63542410	23	0.08	t14t18	Y	-	P	0.68
TCONS_00011596	0	25	chr1	64222589	64222614	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	64222594	64222619	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	6581906	6581931	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	66588280	66588305	22	0.12	t5t11t23	Y	+	P	0.64
TCONS_00011596	0	25	chr1	69050735	69050760	23	0.08	t5t16	Y	+	P	0.68
TCONS_00011596	0	25	chr1	69050745	69050770	23	0.08	t5t16	Y	+	P	0.68
TCONS_00011596	0	25	chr1	70214502	70214527	22	0.12	t5d16t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	70214517	70214542	22	0.12	d1t5t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	70249288	70249313	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	70249308	70249333	23	0.08	t5t16	Y	+	P	0.68
TCONS_00011596	0	25	chr1	73794677	73794702	22	0.12	t1t5t10	Y	+	P	0.64
TCONS_00011596	0	25	chr1	73794682	73794707	23	0.08	t1t6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	73794702	73794727	23	0.08	t5t13	Y	+	P	0.68
TCONS_00011596	0	25	chr1	73923397	73923422	23	0.08	d4t6	Y	+	P	0.72
TCONS_00011596	0	25	chr1	75404835	75404860	23	0.08	t3d6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	77540030	77540055	23	0.08	d21t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	78341094	78341119	22	0.12	t3t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	78341099	78341124	23	0.08	t13t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	78361318	78361343	23	0.08	t18t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	78386182	78386207	23	0.08	t3t6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	79581681	79581706	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	80119700	80119725	22	0.12	t2d6t12	Y	+	P	0.64
TCONS_00011596	0	25	chr1	81552567	81552592	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	81965672	81965697	22	0.12	t4t9t14	Y	-	P	0.6
TCONS_00011596	0	25	chr1	83051283	83051308	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	83051323	83051348	24	0.04	t20	Y	-	P	0.72
TCONS_00011596	0	25	chr1	85115401	85115426	23	0.08	t5t11	Y	+	P	0.68
TCONS_00011596	0	25	chr1	85115406	85115431	22	0.12	t1t5t21	Y	+	P	0.64
TCONS_00011596	0	25	chr1	85269299	85269324	23	0.08	t6d22	Y	+	P	0.68
TCONS_00011596	0	25	chr1	8735594	8735619	23	0.08	t2d6	Y	+	P	0.68
TCONS_00011596	0	25	chr1	87472126	87472151	22	0.12	t13t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	87472161	87472186	22	0.12	t3t8t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	87472171	87472196	23	0.08	t8t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	87472181	87472206	22	0.12	t8t19t23	Y	-	P	0.64
TCONS_00011596	0	25	chr1	87472231	87472256	23	0.08	t18t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	87872056	87872081	23	0.08	t6t13	Y	+	P	0.68
TCONS_00011596	0	25	chr1	87872203	87872228	22	0.12	t1t3t6	Y	+	P	0.64
TCONS_00011596	0	25	chr1	88544768	88544793	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	88936384	88936409	24	0.04	t6	Y	+	P	0.72
TCONS_00011596	0	25	chr1	90669127	90669152	23	0.08	t19t22	Y	-	P	0.68
TCONS_00011596	0	25	chr1	91256829	91256854	22	0.12	d13d16t19	Y	-	P	0.64
TCONS_00011596	0	25	chr1	91256844	91256869	22	0.12	d1t3t22	Y	-	P	0.6
TCONS_00011596	0	25	chr1	91978416	91978441	24	0.04	t5	Y	+	P	0.72
TCONS_00011596	0	25	chr1	93378925	93378950	22	0.12	t3t6t8	Y	+	P	0.64
TCONS_00011596	0	25	chr1	94791032	94791057	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	94791037	94791062	23	0.08	t1t5	Y	+	P	0.68
TCONS_00011596	0	25	chr1	95150026	95150051	24	0.04	t18	Y	-	P	0.72
TCONS_00011596	0	25	chr1	95150046	95150071	23	0.08	t19t23	Y	-	P	0.68
TCONS_00011596	0	25	chr1	95733026	95733051	24	0.04	t19	Y	-	P	0.72
TCONS_00011596	0	25	chr1	97762773	97762798	23	0.08	d17t19	Y	-	P	0.68
TCONS_00011596	0	25	chr1	98918436	98918461	22	0.12	t1t5t11	Y	+	P	0.64
TCONS_00011596	0	25	chr1	98918441	98918466	23	0.08	t1t5	Y	+	P	0.68
